"id","loss"
4,2504.23089678316
6,3588.84209519899
9,9203.85579228873
12,3196.80497126946
15,1905.37492479068
17,2488.92985947032
21,2629.93915277273
28,1250.90135974037
32,2458.18662706905
43,3250.29208473809
46,2820.45687958623
50,2251.34160229021
54,1944.3151730425
62,1859.54122647367
70,4471.70407354926
71,3500.26490468428
75,2555.17590608385
77,3049.72415017756
81,3885.92281818742
83,2351.06418550354
87,3269.00621309089
97,2432.47113563237
103,2906.06869412504
119,1904.99409772953
120,3661.06363037455
127,2459.24962632295
138,3666.31665948786
141,3489.38429762885
148,3570.23654417713
150,2269.79722154263
151,3819.65366654513
158,3273.48579690073
160,2625.56238680942
165,2029.20100611792
168,3544.82287103898
169,4722.37642986423
177,1695.56191528168
178,1552.63970705336
184,3241.06972428185
194,9786.83764449953
198,2007.2641073924
203,3540.74288659503
211,3047.31669955821
217,1732.46574931683
219,2607.23524692076
221,4023.65829575299
227,1696.74090503812
230,2496.59916384561
235,2958.60487584008
240,1271.94038281952
243,3497.48740970781
249,7155.32888941369
253,2369.33399978348
258,3160.03887882478
261,2325.96394537916
263,2777.08106448086
264,2888.06983400474
265,4148.04259301129
268,2905.04269958551
271,2129.33851146376
274,2807.77385587392
275,1489.43906813919
279,3446.44015436393
282,2694.70680386038
286,3123.26135825809
288,2114.2013678342
294,3404.1802026358
296,1985.3302715489
297,2458.7539008274
300,1636.43334712717
303,3429.80305165177
314,2005.14855071471
315,3620.69238233831
321,2931.06307733096
323,4812.3945325016
330,2870.64754380725
341,4218.67321444448
342,4431.98588412424
352,3384.50430502433
353,2654.43036893808
360,3557.73159572868
361,3386.94540849833
362,2542.99225935051
366,2057.05450709917
372,2735.89922476446
376,2189.81569185584
377,3249.85521027717
379,1744.18071116818
380,4462.60444305495
387,2676.6118476398
392,2070.92201784842
394,10351.7060049975
395,1868.22557321803
397,2354.58450490697
407,4829.73172233049
411,3630.70693278588
416,4481.84192380973
417,2071.89326332953
419,4135.22651657798
428,3095.24877229893
431,2427.99505522151
436,11885.7330391294
438,1788.13561220501
445,5514.07666370393
446,5498.07176832811
455,3029.51663450298
456,3578.88723656249
461,1829.37646309628
463,2634.28156669428
464,2515.23709556819
466,1994.92514613176
467,2335.5629072439
470,1821.13837077183
475,2803.32439849703
482,4839.08100603308
490,5692.78383571845
496,2345.66082467485
497,4282.0721952915
508,3054.5472867497
510,2192.99307402501
512,1515.74890110106
513,5651.27882952361
523,2263.90026938061
531,2938.47159998452
532,4131.52456506793
533,1511.46347681198
537,1451.538373064
544,3165.97112696552
547,3054.25298270625
556,3665.58781006616
565,1499.9556304128
566,1771.93435381441
571,2032.20741942174
573,1347.32666066167
574,1748.58254868995
581,2450.97578808926
585,1700.55809986043
589,1683.84406108906
597,2854.70005933554
601,3459.56566853137
602,2110.10594087003
613,4041.41937461499
616,1656.01675736932
619,1948.13879476523
622,1791.74026834869
623,2587.06647504799
629,2866.51748661757
634,2814.25579856748
638,1628.51078230111
642,1689.38456758031
643,2996.99899882034
645,2190.29640709313
648,2968.7341767231
652,2824.20029221727
664,2414.28866138814
666,2588.55654242915
672,1303.14487635009
676,4138.82380998026
678,4009.69887321785
682,2941.44778888511
686,2687.46356432638
688,3194.93904431687
689,2631.18973641741
690,3148.39954911013
692,3594.24574912588
695,2941.30327528762
697,4673.80764059195
698,1873.24089887391
706,1777.54176327004
708,3106.21811892011
712,1999.78995031746
715,3527.14582530786
717,2024.59802855314
725,2393.47408891602
729,3405.46215788593
737,3335.48981146286
739,4013.98706323602
747,3746.26326951009
753,3341.61388959749
758,1557.4091107245
759,3303.4733638564
763,3146.46247864091
773,2145.54281976373
774,2124.90174888353
776,1589.97754072884
788,3194.73592846836
790,2859.24063415107
794,3739.59549136282
801,3507.94944357012
802,2671.82651306905
805,2000.62126594876
809,3634.13561172689
812,2033.9444858531
825,2977.2428205987
828,2089.40096463694
830,1536.18127277558
833,1762.39463945161
850,4338.06647057651
852,2976.50834118312
862,3818.49319278278
863,1901.1043349
864,1517.20015707507
865,3437.52751326906
868,4885.03816849049
872,2451.3492468892
879,2637.91272295168
880,2925.16724286669
883,1630.28489269801
886,3295.94870210948
923,1694.68670607097
924,2785.16314752825
932,1964.32720239998
945,6891.41277763145
947,2986.59430536687
948,3128.1824993841
955,2971.91433937521
963,2575.93876273004
979,2009.28755205122
989,1804.81109584646
994,2994.5824631276
995,3157.13200117645
998,1526.31391422884
1000,2614.9479174008
1018,3755.00283231735
1019,2401.91795484871
1028,1437.33799071686
1034,3435.28272065511
1038,1923.4649215828
1040,1865.74120788462
1042,1987.4846238421
1057,5304.74140279866
1058,2526.71022949304
1063,3283.96090332222
1066,3190.01424492922
1071,3765.76529528732
1073,7754.46638801337
1074,2990.84571159959
1077,4058.61365784052
1080,7885.30750013876
1088,2504.85791179017
1096,1334.53936189495
1097,4378.14066118137
1105,3087.81844211726
1115,1710.18845579835
1116,4359.65212561385
1122,2327.28504566442
1130,4363.00630930779
1133,1993.97957050579
1137,3605.42802787344
1140,2075.23547210369
1143,3381.10718234053
1149,2393.36235044602
1150,1803.44633591716
1153,1573.40779000323
1157,2757.11235415668
1180,1424.91977426344
1183,1555.82741984335
1188,1773.53100910269
1193,1839.3571062539
1200,1364.93215262137
1209,4379.13740823898
1214,3386.83731308178
1219,1539.41021635224
1223,5361.97747430285
1227,1671.74700470677
1228,1451.32920518632
1229,5763.87971873469
1233,1632.75712020426
1238,2890.35516788706
1239,3017.85335016611
1241,2775.33347410313
1243,3264.92861144455
1244,2998.08363652835
1245,3102.53597671021
1277,3409.01106701458
1279,2705.12602557621
1292,4429.88659142543
1293,2494.08610545588
1299,7701.3652955127
1304,2900.86585514282
1313,3980.71168193491
1328,2042.22266383068
1330,1278.62567925005
1334,3527.10922581427
1335,3336.73034621813
1336,4850.94391792308
1341,1634.09962367313
1344,2851.73878864885
1351,1609.93162227709
1352,5138.85512726358
1354,3511.2430411774
1368,4253.105325925
1373,2902.58352758879
1375,1781.37354655009
1381,2992.57136165938
1384,5345.47553265933
1385,3461.37809041839
1388,4281.52487248797
1401,3281.07130671149
1402,4537.1253263312
1404,1908.88864218019
1406,2721.2821750664
1409,1381.64019144658
1422,2843.10815342248
1429,3182.71063771404
1433,3439.23476048133
1438,1834.42372211834
1444,2730.0832655762
1446,3347.9958450231
1450,2437.74644195505
1451,1504.07113195511
1454,2957.71163810103
1458,1948.08391472462
1461,2667.42962156238
1464,3904.90046495951
1465,2725.25738095587
1478,4920.77135023511
1479,1600.98766147844
